customer_id,age,gender,city,signup_date,membership
10570,53,Male,Bangalore,2023-01-28,Gold
10571,23,Female,Pune,2023-02-12,Silver
10572,48,Female,Hyderabad,2024-02-27,Gold
10573,36,Female,Hyderabad,2024-08-20,Silver
10574,56,Male,Bangalore,2023-06-26,Normal
10575,44,Female,Delhi,2024-06-12,Gold
10576,27,Male,Chennai,2024-05-08,Silver
10577,43,Female,Chennai,2023-07-17,Silver
10578,36,Male,Hyderabad,2024-07-30,Normal
10579,56,Female,Chennai,2024-05-31,Normal
10580,20,Female,Bangalore,2024-05-28,Gold
10581,30,Female,Bangalore,2023-01-22,Normal
10582,45,Female,Hyderabad,2023-04-22,Silver
10583,37,Female,Hyderabad,2023-02-26,Silver
10584,45,Male,Pune,2023-03-07,Normal
10585,25,Female,Hyderabad,2023-04-08,Normal
10586,58,Female,Delhi,2023-05-24,Normal
10587,56,Female,Chennai,2024-03-10,Normal
10588,18,Male,Hyderabad,2023-03-27,Silver
10589,20,Female,Mumbai,2024-08-10,Normal
10590,30,Male,Pune,2023-12-10,Silver
10591,45,Female,Mumbai,2023-10-21,Normal
10592,42,Female,Bangalore,2024-07-24,Silver
10593,50,Male,Chennai,2023-08-31,Normal
10594,55,Female,Hyderabad,2024-07-14,Silver
10595,23,Male,Mumbai,2023-02-01,Gold
10596,49,Male,Chennai,2024-01-26,Normal
10597,38,Female,Bangalore,2023-10-04,Gold
10598,33,Male,Delhi,2024-06-15,Normal
10599,38,Female,Pune,2023-06-03,Silver
10600,28,Female,Chennai,2024-01-18,Gold
10601,54,Male,Chennai,2023-03-09,Gold
10602,53,Male,Delhi,2023-08-02,Gold
10603,52,Male,Chennai,2024-01-11,Normal
10604,36,Male,Bangalore,2023-08-01,Silver
10605,37,Female,Bangalore,2023-03-20,Normal
10606,35,Female,Delhi,2024-01-16,Normal
10607,58,Male,Pune,2023-02-27,Silver
10608,31,Female,Hyderabad,2023-01-26,Normal
10609,32,Female,Mumbai,2024-03-22,Normal
10610,48,Female,Hyderabad,2023-03-07,Normal
10611,18,Female,Chennai,2023-09-11,Silver
10612,20,Male,Mumbai,2023-02-13,Silver
10613,33,Male,Delhi,2023-04-07,Normal
10614,40,Female,Delhi,2024-07-07,Normal
10615,28,Male,Pune,2023-08-15,Normal
10616,29,Male,Mumbai,2024-03-11,Silver
10617,27,Male,Bangalore,2024-01-14,Normal
10618,49,Female,Mumbai,2023-06-27,Silver
10619,33,Female,Chennai,2024-03-02,Silver
10620,25,Female,Bangalore,2023-11-03,Silver
10621,55,Male,Delhi,2024-05-18,Normal
10622,29,Female,Mumbai,2023-09-25,Gold
10623,41,Female,Hyderabad,2024-08-08,Silver
10624,45,Male,Pune,2023-01-08,Normal
10625,25,Female,Hyderabad,2024-05-22,Silver
10626,45,Female,Pune,2024-04-20,Gold
10627,53,Male,Chennai,2023-10-24,Gold
10628,43,Male,Hyderabad,2023-06-13,Normal
10629,25,Male,Mumbai,2024-04-29,Normal
10630,45,Female,Mumbai,2024-08-19,Silver
10631,45,Female,Hyderabad,2023-03-13,Normal
10632,54,Female,Mumbai,2024-07-20,Normal
10633,58,Male,Chennai,2024-07-12,Silver
10634,53,Male,Bangalore,2023-08-26,Normal
10635,44,Female,Chennai,2023-04-14,Normal
10636,34,Female,Pune,2023-07-29,Normal
10637,26,Male,Chennai,2024-07-07,Gold
10638,50,Male,Pune,2024-04-12,Normal
10639,37,Male,Mumbai,2024-03-29,Normal
10640,30,Male,Bangalore,2023-09-25,Silver
10641,45,Female,Mumbai,2024-01-21,Silver
10642,46,Male,Delhi,2024-01-22,Gold
10643,30,Female,Mumbai,2023-09-16,Gold
10644,52,Female,Pune,2023-10-10,Normal
10645,23,Female,Mumbai,2023-02-09,Gold
10646,35,Male,Mumbai,2024-04-30,Silver
10647,22,Male,Bangalore,2023-08-08,Normal
10648,42,Male,Mumbai,2023-05-09,Gold
10649,19,Male,Bangalore,2024-06-03,Normal
10650,27,Female,Hyderabad,2023-09-17,Silver
10651,47,Male,Delhi,2024-01-01,Silver
10652,22,Male,Bangalore,2024-06-27,Silver
10653,50,Female,Pune,2024-06-07,Silver
10654,18,Male,Hyderabad,2023-01-16,Gold
10655,35,Female,Bangalore,2023-05-09,Normal
10656,49,Female,Bangalore,2024-07-28,Normal
10657,28,Female,Delhi,2023-04-19,Silver
10658,38,Female,Pune,2024-06-16,Normal
10659,43,Female,Chennai,2023-09-26,Normal
10660,42,Female,Chennai,2023-06-11,Normal
10661,39,Female,Bangalore,2023-09-17,Silver
10662,44,Female,Mumbai,2023-04-12,Silver
10663,30,Male,Pune,2024-05-20,Silver
10664,50,Male,Hyderabad,2024-07-24,Normal
10665,51,Male,Mumbai,2023-09-04,Normal
10666,58,Male,Mumbai,2024-06-20,Gold
10667,52,Female,Pune,2023-05-11,Silver
10668,18,Male,Bangalore,2023-12-19,Normal
10669,38,Female,Bangalore,2023-07-15,Normal
10670,23,Male,Bangalore,2024-01-17,Normal
10671,45,Male,Bangalore,2023-08-15,Normal
10672,34,Male,Chennai,2024-04-20,Silver
10673,22,Female,Bangalore,2024-04-21,Normal
10674,48,Male,Chennai,2023-09-22,Normal
10675,22,Female,Chennai,2024-01-07,Gold
10676,55,Female,Bangalore,2024-04-30,Normal
10677,20,Male,Delhi,2024-03-09,Normal
10678,40,Male,Hyderabad,2023-07-30,Gold
10679,54,Male,Mumbai,2024-07-25,Normal
10680,54,Female,Chennai,2024-01-12,Normal
10681,27,Male,Pune,2024-01-30,Normal
10682,27,Female,Pune,2024-03-25,Gold
10683,36,Female,Hyderabad,2023-12-30,Silver
10684,34,Male,Pune,2024-04-01,Normal
10685,38,Male,Delhi,2023-08-14,Silver
10686,31,Female,Pune,2023-05-11,Normal
10687,26,Female,Mumbai,2024-08-10,Normal
10688,18,Female,Mumbai,2024-04-20,Gold
10689,30,Male,Chennai,2023-10-04,Normal
10690,21,Female,Bangalore,2023-06-05,Normal
10691,18,Male,Delhi,2023-08-06,Silver
10692,57,Female,Chennai,2023-07-09,Normal
10693,49,Female,Delhi,2024-02-21,Normal
10694,51,Male,Bangalore,2024-06-29,Normal
10695,45,Female,Pune,2023-02-10,Normal
10696,48,Male,Pune,2023-11-03,Silver
10697,25,Male,Bangalore,2023-12-04,Normal
10698,56,Female,Chennai,2023-11-10,Normal
10699,43,Male,Bangalore,2023-03-16,Normal
10700,51,Male,Hyderabad,2023-10-06,Normal
10701,20,Female,Mumbai,2023-06-25,Silver
10702,29,Male,Chennai,2023-09-30,Normal
10703,18,Male,Delhi,2023-10-16,Gold
10704,22,Male,Hyderabad,2023-09-29,Silver
10705,47,Female,Chennai,2023-03-07,Silver
10706,47,Male,Bangalore,2024-04-27,Normal
10707,34,Female,Bangalore,2023-09-05,Normal
10708,40,Female,Bangalore,2023-06-05,Normal
10709,32,Male,Bangalore,2023-02-16,Normal
10710,54,Male,Delhi,2024-03-29,Normal
10711,38,Male,Hyderabad,2023-07-20,Normal
10712,31,Female,Pune,2023-05-04,Silver
10713,19,Male,Mumbai,2023-01-01,Silver
10714,28,Male,Delhi,2023-07-10,Gold
10715,56,Male,Delhi,2024-08-01,Normal
10716,55,Male,Pune,2024-05-30,Normal
10717,51,Male,Pune,2024-03-17,Silver
10718,55,Female,Mumbai,2023-05-23,Gold
10719,51,Female,Mumbai,2023-07-10,Normal
10720,35,Male,Pune,2024-06-16,Gold
10721,47,Male,Bangalore,2023-08-15,Normal
10722,32,Male,Delhi,2023-11-09,Normal
10723,44,Male,Chennai,2023-10-29,Silver
10724,51,Female,Mumbai,2024-04-04,Silver
10725,55,Male,Mumbai,2024-02-05,Normal
10726,50,Female,Pune,2024-07-04,Normal
10727,41,Female,Hyderabad,2024-01-28,Normal
10728,32,Male,Chennai,2023-07-26,Normal
10729,47,Female,Chennai,2023-07-29,Gold
10730,59,Female,Mumbai,2023-04-25,Normal
10731,34,Female,Bangalore,2023-09-08,Normal
10732,22,Female,Hyderabad,2023-08-07,Normal
10733,46,Male,Chennai,2024-02-11,Gold
10734,21,Male,Mumbai,2024-03-18,Normal
10735,27,Female,Chennai,2023-12-20,Normal
10736,34,Male,Hyderabad,2024-07-11,Silver
10737,27,Male,Hyderabad,2024-07-03,Gold
10738,34,Male,Delhi,2023-05-22,Normal
10739,37,Male,Pune,2024-05-15,Gold
10740,41,Male,Pune,2024-06-30,Silver
10741,22,Female,Mumbai,2024-06-25,Silver
10742,51,Male,Hyderabad,2024-05-21,Normal
10743,23,Male,Delhi,2024-08-18,Normal
10744,19,Male,Delhi,2023-10-08,Normal
10745,30,Male,Chennai,2024-02-28,Silver
10746,28,Female,Chennai,2023-09-27,Normal
10747,40,Female,Delhi,2023-06-03,Normal
10748,33,Female,Chennai,2023-03-24,Normal
10749,48,Female,Hyderabad,2024-03-01,Normal
10750,28,Male,Bangalore,2023-10-02,Gold
10751,33,Female,Hyderabad,2023-10-11,Normal
10752,25,Male,Delhi,2023-06-22,Gold
10753,21,Male,Delhi,2023-11-23,Normal
10754,57,Male,Hyderabad,2023-03-04,Silver
10755,21,Male,Chennai,2023-03-14,Silver
10756,42,Male,Chennai,2024-01-10,Silver
10757,20,Female,Pune,2024-05-22,Normal
10758,49,Female,Delhi,2024-02-02,Silver
10759,20,Female,Mumbai,2023-04-30,Normal
10760,44,Female,Pune,2024-03-12,Silver
10761,46,Male,Chennai,2024-04-09,Gold
10762,49,Female,Hyderabad,2023-10-13,Normal
10763,36,Male,Chennai,2023-09-22,Silver
10764,38,Female,Hyderabad,2023-11-16,Silver
10765,22,Male,Pune,2024-01-11,Normal
10766,35,Male,Delhi,2023-03-30,Silver
10767,45,Female,Chennai,2023-07-22,Gold
10768,59,Male,Hyderabad,2023-11-30,Silver
10769,39,Male,Delhi,2023-08-10,Normal
10770,38,Female,Mumbai,2023-02-10,Normal
10771,23,Male,Hyderabad,2023-03-09,Normal
10772,18,Female,Pune,2024-05-28,Normal
10773,22,Female,Mumbai,2024-08-20,Gold
10774,58,Female,Mumbai,2023-05-07,Silver
10775,29,Male,Bangalore,2023-09-12,Normal
10776,43,Male,Chennai,2023-01-16,Gold
10777,51,Male,Hyderabad,2024-04-21,Silver
10778,31,Female,Mumbai,2023-03-03,Silver
10779,43,Male,Bangalore,2024-03-07,Silver
10780,44,Female,Pune,2023-09-25,Normal
10781,26,Female,Delhi,2023-02-04,Gold
10782,43,Male,Hyderabad,2024-07-29,Normal
10783,39,Female,Mumbai,2024-05-08,Gold
10784,47,Male,Chennai,2024-07-15,Normal
10785,34,Male,Bangalore,2024-04-13,Gold
10786,43,Male,Mumbai,2023-11-21,Silver
10787,53,Male,Chennai,2023-10-31,Normal
10788,18,Male,Mumbai,2023-10-03,Normal
10789,25,Female,Hyderabad,2023-07-20,Silver
10790,52,Female,Hyderabad,2024-03-20,Silver
10791,32,Female,Hyderabad,2023-11-20,Silver
10792,39,Male,Pune,2023-02-04,Silver
10793,31,Male,Pune,2024-04-26,Silver
10794,43,Male,Bangalore,2024-04-24,Silver
10795,45,Female,Hyderabad,2023-03-06,Silver
10796,40,Male,Chennai,2023-01-08,Silver
10797,31,Female,Mumbai,2023-10-28,Normal
10798,41,Female,Delhi,2023-12-09,Normal
10799,19,Male,Chennai,2024-03-06,Normal
10800,43,Male,Pune,2024-02-28,Gold
