order_id,order_date,customer_id,city,product_id,category,quantity,selling_price,discount,payment_type,delivery_time
90850,2024-03-31,10371,Bangalore,5041,Grocery,2,186.66,15,UPI,23
90851,2024-09-13,10038,Delhi,5101,Electronics,4,420.69,15,Card,82
90852,2024-12-17,10189,Bangalore,5113,Food,3,483.0,0,Wallet,103
90853,2024-10-05,10736,Hyderabad,5152,Grocery,1,1027.32,15,Card,92
90854,2024-10-16,10104,Bangalore,5020,Grocery,1,587.29,10,Wallet,72
90855,2024-07-24,10779,Bangalore,5062,Electronics,2,633.63,0,Wallet,78
90856,2024-06-03,10521,Mumbai,5074,Fashion,2,733.53,0,UPI,40
90857,2024-01-30,10509,Pune,5103,Food,4,574.75,10,COD,117
90858,2024-08-30,10682,Pune,5011,Fashion,3,613.62,20,Card,59
90859,2024-06-06,10729,Chennai,5060,Grocery,2,276.91,10,UPI,90
90860,2024-11-07,10260,Chennai,5147,Food,4,246.8,5,Card,78
90861,2024-01-22,10588,Hyderabad,5071,Food,3,108.23,10,Card,26
90862,2024-12-01,10666,Mumbai,5120,Electronics,2,323.75,15,Card,115
90863,2024-03-28,10086,Delhi,5188,Grocery,3,100.18,20,Wallet,87
90864,2024-03-26,10658,Pune,5145,Grocery,1,223.55,5,Wallet,51
90865,2024-02-15,10232,Mumbai,5102,Electronics,3,267.32,15,UPI,61
90866,2024-07-26,10136,Pune,5139,Electronics,3,403.81,15,COD,32
90867,2024-11-13,10367,Pune,5089,Fashion,2,413.91,5,UPI,81
90868,2024-06-25,10114,Bangalore,5006,Fashion,2,200.18,5,UPI,70
90869,2024-07-22,10722,Delhi,5151,Food,2,505.77,20,UPI,106
90870,2024-08-11,10646,Mumbai,5034,Grocery,4,326.87,0,COD,30
90871,2024-07-25,10042,Pune,5074,Electronics,3,838.56,20,Card,92
90872,2024-07-26,10628,Hyderabad,5126,Fashion,1,569.35,0,UPI,46
90873,2024-09-13,10287,Delhi,5032,Food,4,501.57,0,Card,69
90874,2024-07-30,10491,Hyderabad,5141,Electronics,1,237.52,20,Wallet,49
90875,2024-02-16,10700,Hyderabad,5155,Grocery,1,670.6,15,Wallet,56
90876,2024-01-15,10057,Pune,5072,Grocery,3,242.74,10,UPI,94
90877,2024-01-01,10342,Pune,5053,Food,4,288.76,15,UPI,77
90878,2024-02-16,10512,Delhi,5193,Fashion,1,189.91,0,Wallet,84
90879,2024-12-11,10631,Hyderabad,5148,Electronics,4,544.2,0,UPI,58
90880,2024-12-30,10670,Bangalore,5014,Food,1,389.86,0,COD,98
90881,2024-01-30,10756,Chennai,5027,Fashion,3,134.88,5,Card,31
90882,2024-11-25,10562,Pune,5112,Grocery,3,677.81,0,UPI,108
90883,2024-10-06,10142,Delhi,5036,Fashion,4,631.87,10,Wallet,87
90884,2024-12-23,10525,Mumbai,5126,Food,3,724.19,20,UPI,63
90885,2024-04-24,10255,Mumbai,5176,Food,1,552.48,10,Card,88
90886,2024-03-25,10735,Chennai,5191,Electronics,2,386.98,0,COD,91
90887,2024-03-27,10271,Pune,5161,Electronics,3,212.1,5,COD,71
90888,2024-10-29,10409,Mumbai,5132,Fashion,3,202.26,0,Wallet,71
90889,2024-07-18,10692,Chennai,5198,Food,1,788.17,5,Card,54
90890,2024-08-24,10625,Hyderabad,5071,Food,2,119.23,0,COD,110
90891,2024-05-14,10663,Pune,5102,Grocery,3,317.07,20,COD,108
90892,2024-02-16,10564,Bangalore,5112,Fashion,4,640.59,10,UPI,92
90893,2024-02-23,10713,Mumbai,5130,Food,3,702.43,0,Card,23
90894,2024-10-07,10267,Hyderabad,5169,Food,1,160.45,20,Card,75
90895,2024-11-24,10253,Bangalore,5143,Electronics,4,161.75,0,Card,68
90896,2024-03-09,10359,Mumbai,5016,Grocery,3,677.0,0,UPI,50
90897,2024-05-08,10760,Pune,5188,Grocery,3,118.78,5,Wallet,116
90898,2024-03-14,10497,Mumbai,5040,Food,3,544.42,15,COD,45
90899,2024-05-27,10521,Mumbai,5133,Electronics,1,874.08,0,COD,56
90900,2024-12-24,10574,Bangalore,5095,Food,2,456.26,0,UPI,26
90901,2024-11-09,10012,Chennai,5044,Fashion,4,327.73,0,UPI,27
90902,2024-09-25,10032,Pune,5053,Electronics,2,280.2,5,Wallet,61
90903,2024-01-29,10538,Mumbai,5069,Fashion,2,109.7,0,COD,29
90904,2024-04-30,10004,Bangalore,5010,Food,3,497.48,10,Wallet,83
90905,2024-10-25,10318,Bangalore,5049,Food,2,381.33,10,UPI,52
90906,2024-01-24,10331,Pune,5181,Food,1,485.27,5,COD,44
90907,2024-10-23,10077,Delhi,5107,Fashion,1,520.0,15,Card,88
90908,2024-03-21,10252,Pune,5131,Fashion,3,455.25,5,Card,41
90909,2024-10-28,10175,Delhi,5122,Food,1,852.56,0,UPI,75
90910,2024-10-22,10190,Chennai,5178,Food,3,957.77,5,UPI,50
90911,2024-09-09,10565,Chennai,5081,Fashion,2,118.97,0,UPI,95
90912,2024-03-16,10192,Chennai,5151,Food,1,480.43,0,Wallet,93
90913,2024-02-07,10750,Bangalore,5012,Fashion,3,399.76,0,COD,118
90914,2024-07-07,10278,Mumbai,5024,Electronics,4,413.24,5,COD,69
90915,2024-05-14,10214,Pune,5089,Electronics,3,426.44,10,COD,21
90916,2024-03-07,10503,Hyderabad,5055,Food,4,494.69,5,COD,82
90917,2024-05-18,10064,Hyderabad,5060,Electronics,1,263.63,15,COD,116
90918,2024-08-28,10679,Mumbai,5186,Grocery,4,174.16,20,Card,45
90919,2024-03-06,10333,Hyderabad,5067,Electronics,2,176.52,0,Card,113
90920,2024-05-27,10064,Hyderabad,5153,Electronics,3,100.89,5,UPI,34
90921,2024-04-04,10748,Chennai,5088,Fashion,4,160.46,0,Wallet,54
90922,2024-12-05,10639,Mumbai,5196,Electronics,4,700.92,10,UPI,95
90923,2024-10-18,10635,Chennai,5194,Grocery,3,732.42,0,UPI,49
90924,2024-01-17,10095,Chennai,5069,Electronics,1,114.26,15,Card,66
90925,2024-10-07,10762,Hyderabad,5141,Fashion,1,243.44,15,Card,87
90926,2024-04-30,10741,Mumbai,5012,Food,4,519.93,5,Wallet,63
90927,2024-03-08,10225,Mumbai,5177,Food,2,712.54,5,Card,88
90928,2024-11-27,10057,Pune,5198,Fashion,2,702.77,10,Card,50
90929,2024-07-04,10441,Mumbai,5161,Food,2,209.25,20,UPI,106
90930,2024-04-21,10734,Mumbai,5015,Food,1,176.32,10,UPI,65
90931,2024-10-19,10793,Pune,5199,Electronics,3,440.22,5,Wallet,67
90932,2024-04-02,10034,Chennai,5176,Fashion,3,684.4,5,UPI,119
90933,2024-02-02,10320,Hyderabad,5182,Fashion,4,191.47,0,Wallet,33
90934,2024-05-29,10161,Mumbai,5041,Fashion,1,152.33,5,Wallet,34
90935,2024-09-16,10363,Chennai,5078,Grocery,2,190.71,5,Card,52
90936,2024-09-11,10369,Delhi,5010,Fashion,4,613.07,15,COD,94
90937,2024-06-08,10332,Mumbai,5049,Electronics,3,333.34,0,Wallet,61
90938,2024-08-22,10541,Delhi,5073,Grocery,2,395.82,0,Wallet,111
90939,2024-07-19,10056,Bangalore,5153,Electronics,4,91.62,5,Card,38
90940,2024-11-08,10589,Mumbai,5048,Food,3,154.56,20,Wallet,99
90941,2024-03-24,10417,Delhi,5106,Grocery,1,667.91,15,Card,116
90942,2024-10-16,10086,Delhi,5162,Electronics,2,295.23,0,Wallet,84
90943,2024-10-14,10536,Bangalore,5084,Electronics,2,140.62,5,Wallet,91
90944,2024-06-16,10241,Hyderabad,5092,Grocery,2,833.04,0,Wallet,106
90945,2024-05-29,10523,Pune,5154,Electronics,4,372.31,20,COD,70
90946,2024-02-19,10203,Mumbai,5156,Grocery,1,794.4,10,UPI,76
90947,2024-09-08,10237,Pune,5173,Electronics,3,547.07,15,UPI,27
90948,2024-12-01,10643,Mumbai,5127,Fashion,3,913.34,5,Card,31
90949,2024-08-11,10209,Chennai,5133,Electronics,4,834.19,5,Wallet,67
90950,2024-03-20,10751,Hyderabad,5049,Fashion,1,385.21,0,Card,63
90951,2024-12-15,10081,Chennai,5139,Food,4,363.26,10,Card,87
90952,2024-01-21,10012,Chennai,5059,Grocery,4,567.7,20,Wallet,61
90953,2024-03-12,10313,Hyderabad,5155,Food,2,648.32,10,Wallet,58
90954,2024-04-02,10638,Pune,5012,Electronics,4,522.33,5,COD,118
90955,2024-03-01,10431,Delhi,5091,Fashion,1,603.53,15,COD,33
90956,2024-08-19,10002,Delhi,5026,Electronics,1,764.68,0,UPI,38
90957,2024-01-25,10473,Delhi,5038,Fashion,4,383.06,0,Card,89
90958,2024-03-24,10524,Pune,5050,Electronics,2,106.11,0,COD,65
90959,2024-07-17,10676,Bangalore,5093,Food,1,504.74,0,UPI,55
90960,2024-04-12,10106,Bangalore,5069,Food,3,129.95,15,UPI,31
90961,2024-12-02,10407,Pune,5084,Food,4,157.01,10,Card,40
90962,2024-09-14,10790,Hyderabad,5149,Grocery,1,854.98,0,COD,105
90963,2024-12-01,10391,Hyderabad,5138,Fashion,1,302.32,20,Wallet,84
90964,2024-11-07,10131,Chennai,5145,Electronics,3,213.11,0,COD,89
90965,2024-03-02,10610,Hyderabad,5063,Grocery,2,386.16,0,Card,82
90966,2024-12-15,10398,Pune,5163,Food,1,245.85,10,Wallet,47
90967,2024-04-10,10367,Pune,5151,Fashion,3,568.8,5,COD,67
90968,2024-11-03,10755,Chennai,5084,Grocery,4,142.4,0,Wallet,97
90969,2024-04-07,10490,Hyderabad,5182,Electronics,4,181.68,0,Card,27
90970,2024-09-02,10333,Hyderabad,5122,Grocery,1,711.08,0,UPI,108
90971,2024-12-21,10457,Chennai,5030,Fashion,1,359.12,10,Wallet,65
90972,2024-11-07,10686,Pune,5006,Fashion,1,224.91,0,COD,77
90973,2024-06-09,10006,Delhi,5169,Fashion,1,162.81,0,COD,52
90974,2024-02-02,10308,Chennai,5025,Electronics,2,722.62,5,Card,34
90975,2024-07-02,10202,Chennai,5012,Food,2,482.22,10,Wallet,27
90976,2024-07-04,10480,Pune,5006,Grocery,3,198.36,10,UPI,51
90977,2024-06-25,10685,Delhi,5107,Grocery,2,536.7,0,UPI,68
90978,2024-12-01,10636,Pune,5117,Fashion,1,657.84,10,Wallet,78
90979,2024-08-17,10672,Chennai,5123,Electronics,2,608.27,5,Card,110
90980,2024-05-04,10706,Bangalore,5131,Fashion,1,476.34,15,UPI,30
90981,2024-02-04,10055,Chennai,5014,Fashion,3,463.7,0,COD,83
90982,2024-06-19,10169,Chennai,5143,Food,3,156.28,10,UPI,54
90983,2024-01-29,10097,Chennai,5105,Electronics,4,849.05,20,Card,44
90984,2024-09-08,10003,Mumbai,5187,Fashion,4,885.43,5,Card,39
90985,2024-09-18,10567,Delhi,5050,Food,4,106.1,0,Card,112
90986,2024-03-14,10755,Chennai,5186,Fashion,1,211.93,20,Card,92
90987,2024-02-19,10266,Chennai,5041,Electronics,4,154.36,10,Card,46
90988,2024-03-30,10351,Bangalore,5012,Grocery,2,424.53,10,COD,74
90989,2024-04-02,10695,Pune,5083,Grocery,4,495.82,5,Card,47
90990,2024-12-14,10528,Pune,5018,Grocery,4,735.68,5,UPI,99
90991,2024-09-19,10044,Chennai,5094,Grocery,2,868.41,20,UPI,36
90992,2024-03-16,10099,Chennai,5037,Food,2,112.62,0,Card,43
90993,2024-02-20,10597,Bangalore,5132,Grocery,4,162.8,20,COD,64
90994,2024-05-28,10736,Hyderabad,5187,Fashion,3,941.39,0,COD,51
90995,2024-12-17,10476,Pune,5014,Fashion,3,422.11,0,COD,92
90996,2024-02-22,10144,Chennai,5147,Food,4,225.45,15,UPI,24
90997,2024-08-04,10489,Pune,5162,Food,1,342.22,10,Card,112
90998,2024-07-10,10477,Bangalore,5001,Fashion,4,668.71,5,Wallet,53
90999,2024-07-11,10383,Pune,5193,Food,3,159.59,10,Card,63
91000,2024-10-23,10313,Hyderabad,5200,Electronics,4,374.83,0,Wallet,38
91001,2024-08-28,10233,Bangalore,5005,Grocery,4,242.22,15,UPI,68
91002,2024-05-15,10448,Chennai,5139,Grocery,2,298.46,0,Card,35
91003,2024-06-11,10427,Pune,5065,Grocery,3,962.51,10,Card,25
91004,2024-12-28,10558,Mumbai,5076,Food,3,543.29,0,UPI,26
91005,2024-12-27,10126,Pune,5163,Fashion,2,235.63,0,COD,87
91006,2024-08-02,10436,Pune,5067,Food,2,185.75,10,Wallet,64
91007,2024-03-03,10251,Mumbai,5159,Food,4,1024.53,15,COD,40
91008,2024-09-26,10279,Chennai,5085,Electronics,2,419.56,10,UPI,104
91009,2024-03-26,10312,Mumbai,5030,Electronics,4,433.42,0,COD,114
91010,2024-09-23,10537,Hyderabad,5042,Electronics,4,72.08,10,UPI,43
91011,2024-07-16,10496,Hyderabad,5035,Grocery,4,1016.16,15,UPI,88
91012,2024-11-14,10158,Pune,5085,Food,4,528.75,0,COD,98
91013,2024-11-10,10305,Pune,5102,Fashion,4,279.52,5,Wallet,92
91014,2024-09-24,10783,Mumbai,5186,Grocery,4,192.86,20,COD,25
91015,2024-09-22,10772,Pune,5026,Fashion,4,654.43,20,UPI,97
91016,2024-05-17,10670,Bangalore,5172,Electronics,4,225.37,0,UPI,74
91017,2024-05-27,10748,Chennai,5030,Fashion,1,499.28,10,COD,78
91018,2024-03-13,10750,Bangalore,5067,Fashion,2,143.62,10,UPI,77
91019,2024-01-07,10172,Chennai,5119,Electronics,2,909.32,15,COD,94
91020,2024-09-01,10700,Hyderabad,5197,Grocery,4,712.4,15,UPI,49
91021,2024-11-20,10426,Hyderabad,5015,Grocery,2,173.95,0,UPI,51
91022,2024-04-19,10316,Chennai,5108,Electronics,1,867.79,5,COD,88
91023,2024-11-10,10540,Bangalore,5136,Fashion,3,266.38,0,UPI,25
91024,2024-08-01,10061,Pune,5063,Food,1,470.53,10,Card,86
91025,2024-03-03,10285,Chennai,5004,Food,3,920.86,5,Wallet,76
91026,2024-07-18,10270,Bangalore,5061,Electronics,2,626.9,5,COD,63
91027,2024-02-26,10711,Hyderabad,5149,Electronics,2,750.48,5,UPI,80
91028,2024-11-28,10782,Hyderabad,5010,Grocery,3,501.44,5,UPI,47
91029,2024-03-26,10272,Delhi,5017,Electronics,1,520.17,15,Card,21
91030,2024-01-14,10773,Mumbai,5148,Food,3,513.73,15,COD,115
91031,2024-11-08,10080,Chennai,5157,Fashion,4,458.05,5,COD,53
91032,2024-11-10,10195,Mumbai,5006,Grocery,1,239.27,0,Card,92
91033,2024-12-01,10445,Pune,5054,Electronics,3,294.46,15,UPI,41
91034,2024-03-24,10513,Chennai,5102,Fashion,3,299.57,5,UPI,66
91035,2024-08-20,10648,Mumbai,5003,Electronics,4,83.66,0,UPI,64
91036,2024-10-01,10321,Mumbai,5038,Fashion,2,431.05,15,Wallet,88
91037,2024-10-09,10677,Delhi,5155,Fashion,3,691.73,5,Card,74
91038,2024-05-03,10747,Delhi,5017,Fashion,1,627.59,10,Card,87
91039,2024-07-02,10270,Bangalore,5125,Electronics,2,276.83,5,Card,64
91040,2024-11-11,10688,Mumbai,5050,Fashion,1,149.01,0,UPI,88
91041,2024-03-16,10466,Chennai,5029,Grocery,4,256.18,5,Wallet,108
91042,2024-08-27,10705,Chennai,5191,Food,3,460.26,5,Card,53
91043,2024-05-17,10117,Hyderabad,5034,Fashion,1,415.58,5,UPI,54
91044,2024-05-18,10133,Bangalore,5012,Food,3,453.06,0,Wallet,33
91045,2024-06-12,10537,Hyderabad,5092,Grocery,3,728.09,15,UPI,47
91046,2024-11-04,10302,Chennai,5093,Food,3,496.84,0,UPI,90
91047,2024-03-10,10468,Delhi,5172,Food,1,222.8,10,Card,34
91048,2024-01-12,10155,Delhi,5061,Food,3,663.54,0,COD,49
91049,2024-10-19,10525,Mumbai,5067,Fashion,4,151.22,15,Wallet,80
91050,2024-12-29,10220,Pune,5125,Fashion,4,343.49,10,COD,48
91051,2024-04-21,10693,Delhi,5140,Electronics,3,474.31,0,COD,77
91052,2024-02-16,10544,Hyderabad,5161,Food,4,263.62,10,Card,110
91053,2024-03-21,10187,Delhi,5185,Grocery,2,84.37,15,Wallet,109
91054,2024-10-14,10485,Chennai,5031,Electronics,2,146.72,0,UPI,63
91055,2024-10-17,10638,Pune,5187,Grocery,2,801.33,10,COD,62
91056,2024-07-18,10416,Delhi,5117,Fashion,2,878.24,5,Wallet,31
91057,2024-06-12,10400,Chennai,5002,Food,1,408.17,5,UPI,56
91058,2024-10-24,10404,Mumbai,5126,Food,1,689.12,20,Wallet,104
91059,2024-01-26,10794,Bangalore,5128,Fashion,3,452.99,10,UPI,96
91060,2024-03-06,10517,Delhi,5133,Electronics,3,683.12,20,UPI,67
91061,2024-03-08,10315,Mumbai,5102,Fashion,1,261.29,5,COD,111
91062,2024-01-01,10530,Bangalore,5033,Food,4,740.44,0,COD,115
91063,2024-03-03,10663,Pune,5032,Electronics,4,403.94,0,Wallet,27
91064,2024-12-05,10608,Hyderabad,5199,Grocery,4,400.43,15,Card,95
91065,2024-09-24,10277,Pune,5003,Food,4,102.73,0,Wallet,111
91066,2024-09-16,10629,Mumbai,5195,Food,1,164.44,10,Card,112
91067,2024-10-01,10730,Mumbai,5066,Fashion,1,518.55,0,Card,74
91068,2024-02-22,10592,Bangalore,5026,Fashion,1,582.44,5,Wallet,69
91069,2024-03-25,10566,Hyderabad,5112,Electronics,2,696.88,5,Card,84
91070,2024-02-03,10255,Mumbai,5029,Food,2,253.93,10,UPI,38
91071,2024-04-14,10297,Pune,5168,Grocery,4,486.86,5,Wallet,30
91072,2024-07-08,10332,Mumbai,5141,Fashion,2,228.55,10,Wallet,27
91073,2024-06-23,10629,Mumbai,5179,Food,4,319.77,0,UPI,82
91074,2024-05-13,10448,Chennai,5038,Grocery,3,393.16,10,COD,45
91075,2024-08-29,10678,Hyderabad,5021,Electronics,1,182.09,15,Card,66
91076,2024-01-31,10245,Hyderabad,5036,Grocery,1,626.76,20,COD,60
91077,2024-02-05,10661,Bangalore,5148,Food,4,609.4,20,COD,92
91078,2024-10-29,10406,Mumbai,5063,Fashion,1,474.61,5,COD,25
91079,2024-12-05,10054,Hyderabad,5092,Food,3,914.25,10,COD,58
91080,2024-11-28,10016,Bangalore,5037,Grocery,1,117.74,5,UPI,94
91081,2024-05-07,10526,Chennai,5083,Food,1,488.32,10,Card,22
91082,2024-01-06,10491,Hyderabad,5141,Grocery,4,277.99,20,UPI,65
91083,2024-06-18,10439,Bangalore,5117,Fashion,3,945.28,5,Wallet,103
91084,2024-07-26,10761,Chennai,5187,Fashion,4,923.27,20,Card,94
91085,2024-02-03,10002,Delhi,5111,Fashion,3,187.82,20,Card,52
91086,2024-06-09,10729,Chennai,5104,Electronics,2,584.85,0,Card,74
91087,2024-06-20,10180,Chennai,5075,Electronics,2,109.86,0,Wallet,39
91088,2024-10-26,10717,Pune,5104,Electronics,2,566.05,0,Wallet,27
91089,2024-03-10,10400,Chennai,5122,Fashion,4,700.88,10,Card,74
91090,2024-01-16,10626,Pune,5174,Electronics,3,809.96,0,COD,38
91091,2024-05-31,10016,Bangalore,5136,Food,4,285.99,20,Wallet,54
91092,2024-01-08,10296,Bangalore,5107,Fashion,4,662.62,20,UPI,44
91093,2024-01-19,10254,Pune,5053,Fashion,2,248.79,0,Wallet,104
91094,2024-11-01,10578,Hyderabad,5123,Grocery,3,501.19,10,Card,48
91095,2024-07-25,10499,Mumbai,5166,Fashion,3,506.37,5,Wallet,36
91096,2024-12-18,10544,Hyderabad,5067,Fashion,3,148.5,5,Card,97
91097,2024-04-02,10430,Delhi,5130,Fashion,1,922.72,10,UPI,22
91098,2024-08-13,10162,Mumbai,5008,Electronics,3,714.48,0,Card,30
91099,2024-11-12,10797,Mumbai,5078,Food,3,184.34,15,UPI,110
91100,2024-03-10,10441,Mumbai,5109,Electronics,1,802.75,0,Card,44
91101,2024-03-31,10238,Chennai,5114,Grocery,3,833.66,5,COD,95
91102,2024-04-19,10505,Mumbai,5172,Electronics,2,259.08,5,Wallet,32
91103,2024-07-02,10798,Delhi,5159,Food,3,999.19,15,Card,89
91104,2024-01-28,10739,Pune,5063,Food,1,397.59,15,COD,116
91105,2024-06-05,10394,Bangalore,5149,Food,2,1058.4,10,COD,33
91106,2024-08-21,10430,Delhi,5124,Grocery,2,261.07,20,UPI,69
91107,2024-08-31,10120,Chennai,5076,Grocery,2,497.07,10,Card,67
91108,2024-05-23,10005,Pune,5169,Fashion,3,140.55,5,COD,80
91109,2024-07-22,10172,Chennai,5046,Fashion,3,861.21,10,COD,67
91110,2024-02-11,10184,Delhi,5189,Grocery,2,749.4,0,Card,49
91111,2024-02-01,10706,Bangalore,5019,Grocery,3,465.25,15,UPI,105
91112,2024-10-18,10635,Chennai,5178,Electronics,3,951.58,5,Card,92
91113,2024-11-19,10688,Mumbai,5164,Grocery,4,628.85,20,Wallet,42
91114,2024-07-28,10240,Pune,5199,Food,1,527.99,10,UPI,100
91115,2024-05-19,10002,Delhi,5181,Electronics,2,580.72,15,Card,57
91116,2024-03-18,10003,Mumbai,5059,Grocery,1,540.84,20,Wallet,52
91117,2024-08-22,10576,Chennai,5050,Electronics,4,137.38,0,UPI,33
91118,2024-09-25,10080,Chennai,5146,Food,2,72.39,5,COD,80
91119,2024-05-17,10528,Pune,5195,Grocery,2,174.11,20,Card,75
91120,2024-01-29,10217,Hyderabad,5166,Food,4,493.69,5,Card,115
91121,2024-04-17,10325,Pune,5051,Grocery,4,813.26,0,COD,21
91122,2024-02-21,10790,Hyderabad,5153,Food,2,95.98,0,COD,66
91123,2024-08-02,10226,Hyderabad,5184,Fashion,4,261.78,15,COD,79
91124,2024-06-02,10245,Hyderabad,5005,Electronics,3,269.4,15,Wallet,33
91125,2024-05-09,10223,Bangalore,5105,Food,2,713.23,0,Card,80
91126,2024-06-25,10063,Mumbai,5010,Electronics,4,483.72,10,COD,77
91127,2024-03-06,10729,Chennai,5060,Electronics,3,205.47,20,Wallet,25
91128,2024-08-08,10358,Chennai,5084,Electronics,4,141.23,0,COD,69
91129,2024-03-16,10012,Chennai,5127,Grocery,4,1039.07,10,Wallet,104
91130,2024-04-29,10417,Delhi,5139,Electronics,1,324.73,0,COD,21
91131,2024-05-20,10336,Hyderabad,5135,Fashion,2,778.92,5,Card,62
91132,2024-07-21,10150,Mumbai,5107,Electronics,1,537.32,5,COD,23
91133,2024-02-02,10573,Hyderabad,5178,Food,2,976.09,0,UPI,29
91134,2024-12-04,10471,Mumbai,5149,Fashion,3,813.32,15,Wallet,39
91135,2024-08-26,10574,Bangalore,5166,Fashion,4,475.99,10,Card,47
91136,2024-05-11,10232,Mumbai,5104,Fashion,3,540.83,5,COD,85
91137,2024-03-25,10139,Delhi,5112,Fashion,1,867.15,0,COD,106
91138,2024-03-03,10744,Delhi,5157,Electronics,2,452.16,5,COD,54
91139,2024-12-07,10504,Pune,5005,Grocery,4,258.49,5,Wallet,88
91140,2024-09-07,10009,Chennai,5146,Grocery,2,60.57,15,Wallet,57
91141,2024-03-02,10354,Hyderabad,5026,Grocery,4,646.11,0,Wallet,50
91142,2024-02-01,10403,Pune,5094,Food,2,759.14,5,UPI,31
91143,2024-03-04,10523,Pune,5137,Grocery,2,362.49,0,COD,98
91144,2024-12-10,10492,Mumbai,5134,Food,3,136.15,10,COD,86
91145,2024-10-16,10112,Chennai,5187,Grocery,1,853.44,0,UPI,29
91146,2024-12-09,10761,Chennai,5115,Food,1,419.61,10,Wallet,69
91147,2024-09-21,10382,Bangalore,5151,Food,4,587.59,0,UPI,106
91148,2024-03-01,10388,Bangalore,5100,Food,3,961.46,10,Card,110
91149,2024-02-02,10088,Chennai,5055,Electronics,2,532.73,0,COD,75
91150,2024-10-05,10736,Hyderabad,5197,Food,2,526.19,0,Card,34
91151,2024-12-23,10670,Bangalore,5185,Fashion,4,62.22,15,Wallet,27
91152,2024-06-07,10148,Mumbai,5107,Grocery,1,586.57,0,COD,69
91153,2024-09-26,10081,Chennai,5080,Food,2,600.8,5,Card,39
91154,2024-08-19,10382,Bangalore,5067,Food,2,167.75,0,COD,21
91155,2024-07-08,10075,Hyderabad,5119,Grocery,1,906.42,10,Wallet,106
91156,2024-05-05,10284,Bangalore,5065,Electronics,1,732.28,5,UPI,44
91157,2024-05-23,10124,Mumbai,5101,Fashion,3,463.65,0,Card,74
91158,2024-02-22,10299,Hyderabad,5198,Fashion,2,583.67,10,UPI,98
91159,2024-04-17,10165,Hyderabad,5179,Food,2,305.04,15,Card,76
91160,2024-06-23,10388,Bangalore,5082,Electronics,2,911.33,20,Card,38
91161,2024-04-17,10613,Delhi,5004,Grocery,2,879.85,5,Card,60
91162,2024-03-26,10768,Hyderabad,5158,Grocery,1,963.09,10,UPI,102
91163,2024-12-08,10605,Bangalore,5091,Food,4,516.13,15,Card,73
91164,2024-05-07,10027,Pune,5008,Fashion,3,762.54,5,Wallet,52
91165,2024-06-13,10705,Chennai,5034,Food,3,444.75,5,Wallet,77
91166,2024-07-09,10158,Pune,5134,Electronics,4,170.73,0,COD,53
91167,2024-03-21,10699,Bangalore,5171,Fashion,2,143.2,0,UPI,62
91168,2024-03-29,10001,Mumbai,5113,Electronics,3,577.55,5,Wallet,56
91169,2024-03-31,10343,Bangalore,5085,Grocery,4,535.46,15,UPI,28
91170,2024-03-16,10643,Mumbai,5161,Food,3,215.76,0,Wallet,30
91171,2024-07-23,10096,Pune,5132,Fashion,4,208.99,15,COD,105
91172,2024-11-18,10339,Mumbai,5060,Grocery,1,262.13,0,Card,95
91173,2024-04-09,10464,Delhi,5063,Food,4,495.99,20,Wallet,22
91174,2024-09-30,10311,Bangalore,5039,Food,3,623.08,15,UPI,94
91175,2024-09-19,10383,Pune,5079,Fashion,2,627.04,0,UPI,94
91176,2024-12-03,10356,Pune,5163,Electronics,1,242.29,15,COD,31
91177,2024-11-06,10055,Chennai,5091,Grocery,1,568.97,20,Wallet,72
91178,2024-03-26,10771,Hyderabad,5113,Grocery,3,610.37,5,COD,31
91179,2024-01-30,10603,Chennai,5169,Grocery,2,168.21,0,Wallet,116
91180,2024-09-26,10309,Delhi,5179,Fashion,2,318.53,10,Wallet,91
91181,2024-10-04,10233,Bangalore,5055,Food,3,646.72,0,COD,38
91182,2024-02-23,10757,Pune,5192,Electronics,3,661.28,5,COD,73
91183,2024-08-17,10370,Chennai,5049,Fashion,4,352.33,0,Wallet,31
91184,2024-06-19,10381,Hyderabad,5066,Fashion,2,556.12,5,UPI,46
91185,2024-11-18,10387,Hyderabad,5090,Fashion,4,260.05,5,COD,65
91186,2024-07-28,10662,Mumbai,5102,Grocery,1,312.96,0,Card,114
91187,2024-04-16,10065,Mumbai,5138,Fashion,1,355.79,15,UPI,58
91188,2024-05-18,10697,Bangalore,5041,Food,4,148.71,0,Card,59
91189,2024-08-03,10163,Pune,5146,Electronics,1,75.37,10,UPI,46
91190,2024-06-23,10448,Chennai,5052,Food,1,367.99,20,COD,43
91191,2024-02-01,10463,Mumbai,5116,Fashion,4,509.69,10,Card,47
91192,2024-05-23,10641,Mumbai,5081,Grocery,2,148.63,0,Card,106
91193,2024-08-22,10485,Chennai,5082,Grocery,3,879.82,5,COD,77
91194,2024-02-09,10754,Hyderabad,5072,Food,2,273.58,0,UPI,44
91195,2024-06-01,10162,Mumbai,5007,Electronics,3,555.14,20,COD,55
91196,2024-05-28,10275,Mumbai,5169,Food,3,159.42,5,Card,56
91197,2024-11-03,10437,Mumbai,5007,Fashion,4,676.07,10,Card,41
91198,2024-07-29,10564,Bangalore,5178,Food,2,868.94,0,Wallet,67
91199,2024-01-03,10696,Pune,5162,Fashion,3,299.18,0,UPI,36
91200,2024-06-28,10082,Delhi,5037,Electronics,2,111.74,5,UPI,61
